i	locus_tag	protein_id	gene	match_locus_tag	match_protein_id	match_gene	BBH	HIT
2090	EO946_RS04615	WP_003223262.1	fabL	BSU_08650	NP_388745.1	fabL	1	28
2091	EO946_RS04620	WP_003223265.1	NA	BSU_08660	NP_388746.1	sspE	1	1
2092	EO946_RS04630	WP_003223272.1	NA	BSU_08680	NP_388748.3	ygaC	1	1
2093	EO946_RS04635	WP_003223274.1	NA	BSU_08690	NP_388749.2	ygaD	1	12
2094	EO946_RS04640	WP_003223276.1	NA	BSU_08700	NP_388750.1	ygaE	1	1
2095	EO946_RS04645	WP_003223278.1	NA	BSU_08710	NP_388751.3	gsaB	1	5
2096	EO946_RS04650	WP_003223280.1	NA	BSU_08720	YP_054574.1	bcp	1	3
2097	EO946_RS04655	WP_003223285.1	perR	BSU_08730	NP_388753.1	perR	1	3
2098	EO946_RS04660	WP_003223287.1	NA	BSU_08740	YP_054575.1	ygzB	1	1
2099	EO946_RS04665	WP_003223288.1	NA	BSU_08750	NP_388755.1	ygxA	1	1
2100	EO946_RS15120	WP_003223298.1	NA	BSU_30620	NP_390940.1	ytlD	1	2
2101	EO946_RS15115	WP_003223299.1	NA	BSU_30610	NP_390939.1	ytlC	1	76
2102	EO946_RS15110	WP_003223301.1	NA	BSU_30595	NP_390937.2	ytlA	1	1
2103	EO946_RS15105	WP_003223302.1	NA	BSU_30580	NP_390936.1	ytmA	1	2
2104	EO946_RS15100	WP_003223304.1	NA	BSU_30570	NP_390935.1	ytmB	1	1
2105	EO946_RS15095	WP_003223307.1	pckA	BSU_30560	NP_390934.2	pckA	1	1
2106	EO946_RS15090	WP_003223309.1	metK	BSU_30550	NP_390933.1	metK	1	1
2107	EO946_RS15085	WP_003223311.1	asnB	BSU_30540	NP_390932.1	asnB	1	3
2108	EO946_RS15080	WP_003223313.1	NA	BSU_30530	NP_390931.1	ytnA	1	16
2109	EO946_RS15075	WP_003223315.1	NA	BSU_30520	NP_390930.1	ytoA	1	1
2110	EO946_RS15070	WP_003223316.1	NA	BSU_30510	NP_390929.1	ytpA	1	1
2111	EO946_RS15065	WP_003223318.1	NA	BSU_30500	NP_390928.1	tbcS	1	1
2112	EO946_RS15060	WP_003223320.1	mraW	BSU_30490	NP_390927.1	ytqB	1	1
2113	EO946_RS15055	WP_003223322.1	NA	BSU_30480	NP_390926.1	ytqA	1	1
2114	EO946_RS15050	WP_003223324.1	NA	BSU_30470	NP_390925.1	ytzC	1	1
2115	EO946_RS15045	WP_003223326.1	NA	BSU_30466	YP_009513999.1	NA	1	2
2116	EO946_RS15040	WP_003223328.1	NA	BSU_30460	NP_390924.1	ytrA	1	5
2117	EO946_RS15035	WP_003223329.1	NA	BSU_30450	NP_390923.1	ytrB	1	31
2118	EO946_RS15030	WP_003223331.1	NA	BSU_30440	NP_390922.1	ytrC	1	2
2119	EO946_RS15025	WP_003223333.1	NA	BSU_30430	NP_390921.1	ytrD	1	2
2120	EO946_RS15020	WP_003223334.1	NA	BSU_30420	NP_390920.1	ytrE	1	84
2121	EO946_RS15015	WP_003223336.1	ytrF	BSU_30410	NP_390919.1	ytrF	1	1
2122	EO946_RS15005	WP_003223340.1	NA	BSU_30390	NP_390917.1	bceS	1	6
2123	EO946_RS15000	WP_003223342.1	NA	BSU_30380	NP_390916.1	bceA	1	81
2124	EO946_RS14995	WP_003223344.1	NA	BSU_30370	NP_390915.1	bceB	1	3
2125	EO946_RS14990	WP_003223346.1	NA	BSU_30360	NP_390914.2	yttA	1	1
2126	EO946_RS14985	WP_003223349.1	NA	BSU_30350	NP_390913.1	yttB	1	3
2127	EO946_RS14980	WP_003223351.1	NA	BSU_30340	NP_390912.1	blrA	1	1
2128	EO946_RS14975	WP_003223352.1	NA	BSU_30330	NP_390911.3	ytvB	1	1
2129	EO946_RS14970	WP_003223355.1	leuS	BSU_30320	NP_390910.1	leuS	1	3
2130	EO946_RS14965	WP_003223357.1	NA	BSU_30310	NP_390909.2	ytwF	1	2
2131	EO946_RS14960	WP_003223359.1	NA	BSU_30300	NP_390908.1	melA	1	4
2132	EO946_RS14955	WP_003223361.1	NA	BSU_30290	NP_390907.1	msmG	1	8
2133	EO946_RS14950	WP_003223362.1	NA	BSU_30280	NP_390906.1	msmF	1	7
2134	EO946_RS14945	WP_003223363.1	NA	BSU_30270	NP_390905.1	msmE	1	3
2135	EO946_RS14940	WP_003223365.1	NA	BSU_30260	NP_390904.1	msmR	1	11
2136	EO946_RS14935	WP_003223367.1	NA	BSU_30250	NP_390903.1	ytaP	1	1
2137	EO946_RS14925	WP_003223371.1	bioW	BSU_30240	NP_390902.3	bioW	1	1
2138	EO946_RS14920	WP_003223373.1	bioA	BSU_30230	NP_390901.1	bioK	1	7
2139	EO946_RS14915	WP_003223374.1	bioF	BSU_30220	NP_390900.1	bioFC	1	2
2140	EO946_RS14910	WP_003223375.1	bioD	BSU_30210	NP_390899.1	bioD	1	1
2141	EO946_RS14905	WP_003223377.1	bioB	BSU_30200	NP_390898.1	bioB	1	1
2142	EO946_RS14900	WP_003223379.1	NA	BSU_30190	NP_390897.1	bioI	1	5
2143	EO946_RS14895	WP_003223380.1	NA	BSU_30180	NP_390896.2	ytbQ	1	1
2144	EO946_RS14885	WP_003223383.1	NA	BSU_30160	NP_390894.3	ytcQ	1	2
2145	EO946_RS14880	WP_003223385.1	NA	BSU_30150	NP_390893.1	rmgR	1	2
2146	EO946_RS14875	WP_003223387.1	NA	BSU_30135	NP_390892.2	rmgP	1	7
2147	EO946_RS14860	WP_003223393.1	NA	BSU_30100	NP_390888.1	rmgT	1	1
2148	EO946_RS14855	WP_003223395.1	NA	BSU_30090	NP_390887.1	rmgU	1	3
2149	EO946_RS14850	WP_003223398.1	NA	BSU_30080	NP_390886.1	yteV	1	1
2150	EO946_RS14845	WP_003223399.1	NA	BSU_30070	NP_390885.1	opuD	1	1
2151	EO946_RS14830	WP_003223403.1	NA	BSU_30035	NP_390882.2	rsuA	1	3
2152	EO946_RS14820	WP_003223405.1	NA	BSU_30010	NP_390879.1	ythP	1	71
2153	EO946_RS14815	WP_003223407.1	NA	BSU_30000	NP_390878.1	ythQ	1	1
2154	EO946_RS14810	WP_003223409.1	NA	BSU_29990	NP_390877.1	pbuO	1	2
2155	EO946_RS14805	WP_003223412.1	pepV	BSU_29980	NP_390876.1	ytjP	1	1
2156	EO946_RS14795	WP_003223416.1	thpR	BSU_29960	NP_390874.1	ytlP	1	1
2157	EO946_RS14790	WP_003223417.1	NA	BSU_29950	NP_390873.1	ytlQ	1	1
2158	EO946_RS14785	WP_003223419.1	NA	BSU_29940	NP_390872.1	ytlR	1	3
2159	EO946_RS14780	WP_003223421.1	pulA	BSU_29930	NP_390871.2	amyX	1	1
2160	EO946_RS14775	WP_003223423.1	NA	BSU_29920	NP_390870.2	ytmP	1	1
2161	EO946_RS14770	WP_003223424.1	NA	BSU_29910	NP_390869.1	ytzH	1	1
2162	EO946_RS14765	WP_003223427.1	trmB	BSU_29900	NP_390868.1	trmB	1	1
2163	EO946_RS14755	WP_003223430.1	NA	BSU_29880	NP_390866.1	maeC	1	2
2164	EO946_RS14750	WP_003223432.1	NA	BSU_29870	NP_390865.1	ytzB	1	1
2165	EO946_RS14745	WP_003223434.1	NA	BSU_29860	NP_390864.1	ytoP	1	3
2166	EO946_RS14740	WP_003223436.1	NA	BSU_29850	NP_390863.1	ytoQ	1	1
2167	EO946_RS14730	WP_003223438.1	NA	BSU_29840	NP_390862.1	ytpP	1	3
2168	EO946_RS14725	WP_003223439.1	NA	BSU_29830	NP_390861.1	ytpQ	1	1
2169	EO946_RS14720	WP_003223441.1	NA	BSU_29820	NP_390860.1	ytpR	1	1
2170	EO946_RS14715	WP_003223444.1	NA	BSU_29805	NP_390859.2	sftA	1	1
2171	EO946_RS14710	WP_003223446.1	NA	BSU_29790	NP_390857.1	murC	1	1
2172	EO946_RS14705	WP_003223447.1	NA	BSU_29780	NP_390856.2	ytxG	1	1
2173	EO946_RS14700	WP_003223450.1	NA	BSU_29770	NP_390855.2	ytxH	1	2
2174	EO946_RS14695	WP_003223452.1	ytxJ	BSU_29760	NP_390854.1	brxJ	1	1
2175	EO946_RS14690	WP_003223454.1	aroF	BSU_29750	NP_390853.1	aroX	1	1
2176	EO946_RS14685	WP_003223457.1	ccpA	BSU_29740	NP_390852.1	ccpA	1	13
2177	EO946_RS14675	WP_003223460.1	motB	BSU_29720	NP_390850.1	motS	1	2
2178	EO946_RS14670	WP_003223462.1	NA	BSU_29710	NP_390849.1	acuC	1	1
2179	EO946_RS14665	WP_003223464.1	NA	BSU_29700	NP_390848.1	acuB	1	2
2180	EO946_RS14660	WP_003223467.1	acuA	BSU_29690	NP_390847.1	acuA	1	1
2181	EO946_RS14655	WP_003223469.1	acsA	BSU_29680	NP_390846.1	acsA	1	32
2182	EO946_RS14650	WP_003223470.1	NA	BSU_29670	NP_390845.1	tyrS	1	2
2183	EO946_RS14645	WP_003223474.1	rpsD	BSU_29660	NP_390844.1	rpsD	1	1
2184	EO946_RS14630	WP_003223477.1	NA	BSU_29640	NP_390842.2	msrC	1	1
2185	EO946_RS14625	WP_003223478.1	NA	BSU_29630	NP_390841.1	refZ	1	1
2186	EO946_RS14620	WP_003223480.1	hisJ	BSU_29620	NP_390840.1	hisK	1	1
2187	EO946_RS14615	WP_003223482.1	ezrA	BSU_29610	NP_390839.1	ezrA	1	1
2188	EO946_RS14610	WP_003223483.1	brnQ	BSU_29600	NP_390838.1	braB	1	2
2189	EO946_RS14605	WP_003223487.1	NA	BSU_29590	NP_390837.1	iscSB	1	4
2190	EO946_RS14600	WP_003223488.1	thiI	BSU_29580	NP_390836.2	trmG	1	1
2191	EO946_RS14595	WP_003223491.1	NA	BSU_29570	NP_390835.1	sspA	1	4
2192	EO946_RS14585	WP_003223495.1	NA	BSU_29550	NP_390833.1	ytcJ	1	1
2193	EO946_RS14580	WP_003223497.1	NA	BSU_29540	NP_390832.1	ppnKB	1	2
2194	EO946_RS14575	WP_003223499.1	sppA	BSU_29530	NP_390831.1	sppA	1	1
2195	EO946_RS14570	WP_003223500.1	NA	BSU_29520	NP_390830.1	yteJ	1	2
2196	EO946_RS14565	WP_003223502.1	NA	BSU_29510	NP_390829.1	ytfI	1	1
2197	EO946_RS14560	WP_003223504.1	ytfJ	BSU_29500	NP_390828.1	gerW	1	1
2198	EO946_RS14555	WP_003223506.1	NA	BSU_29490	NP_390827.1	tpx	1	1
2199	EO946_RS14550	WP_003223507.1	NA	BSU_29480	NP_390826.1	ytxK	1	1
2200	EO946_RS14545	WP_003223511.1	NA	BSU_29470	NP_390825.1	ackA	1	1
2201	EO946_RS14540	WP_003223512.1	NA	BSU_29460	NP_390824.1	moaB	1	1
2202	EO946_RS14535	WP_003223513.1	NA	BSU_29450	NP_390823.1	argG	1	1
2203	EO946_RS14530	WP_003223515.1	argH	BSU_29440	NP_390822.1	argH	1	2
2204	EO946_RS14520	WP_003223520.1	NA	BSU_29420	NP_390820.1	ytkK	1	27
2205	EO946_RS14515	WP_003223523.1	NA	BSU_29410	NP_390819.2	ytkL	1	1
2206	EO946_RS14510	WP_003223527.1	NA	BSU_29270	NP_390805.1	ytoI	1	1
2207	EO946_RS14505	WP_003223529.1	NA	BSU_29260	NP_390804.1	ytpI	1	1
2208	EO946_RS14500	WP_003223531.1	NA	BSU_29250	NP_390803.1	nrnA	1	1
2209	EO946_RS14495	WP_003223533.1	NA	BSU_29249	YP_003097772.1	ytzJ	1	1
2210	EO946_RS14490	WP_003223535.1	ytrI	BSU_29240	NP_390802.3	ytrI	1	1
2211	EO946_RS14485	WP_003223537.1	NA	BSU_29239	YP_003097771.1	ytrH	1	1
2212	EO946_RS14480	WP_003223539.1	dnaE	BSU_29230	NP_390801.1	dnaEC	1	3
2213	EO946_RS14475	WP_003223541.1	NA	BSU_29220	NP_390800.1	maeB	1	3
2214	EO946_RS14470	WP_003223544.1	accD	BSU_29210	NP_390799.2	accD	1	1
2215	EO946_RS14465	WP_003223545.1	accA	BSU_29200	NP_390798.1	accA	1	1
2216	EO946_RS14460	WP_003223547.1	pfkA	BSU_29190	NP_390797.1	pfkA	1	1
2217	EO946_RS14455	WP_003223548.1	pyk	BSU_29180	NP_390796.1	pyk	1	1
2218	EO946_RS14450	WP_003223550.1	fxsA	BSU_29170	NP_390795.1	ytzA	1	1
2219	EO946_RS14445	WP_003223552.1	ytvI	BSU_29160	NP_390794.1	ytvI	1	3
2220	EO946_RS14440	WP_003223553.1	NA	BSU_29150	NP_390793.1	ytwI	1	1
2221	EO946_RS14435	WP_003223555.1	citZ	BSU_29140	NP_390792.1	citZ	1	3
2222	EO946_RS14430	WP_003223557.1	NA	BSU_29130	NP_390791.1	icd	1	3
2223	EO946_RS14425	WP_003223559.1	mdh	BSU_29120	NP_390790.1	mdh	1	2
2224	EO946_RS14420	WP_003223561.1	phoP	BSU_29110	NP_390789.2	phoP	1	15
2225	EO946_RS14415	WP_003223563.1	NA	BSU_29100	NP_390788.1	phoR	1	2
2226	EO946_RS14410	WP_003223566.1	polA	BSU_29090	NP_390787.1	polA	1	1
2227	EO946_RS14405	WP_003223569.1	mutM	BSU_29080	NP_390786.2	mutM	1	1
2228	EO946_RS14400	WP_003223571.1	ytaF	BSU_29070	NP_390785.2	spcF	1	1
2229	EO946_RS14395	WP_003223573.1	NA	BSU_29060	NP_390784.1	coaE	1	1
2230	EO946_RS14390	WP_003223574.1	NA	BSU_29050	NP_390783.1	ytbE	1	6
2231	EO946_RS14385	WP_003223577.1	NA	BSU_29040	NP_390782.1	ytbD	1	7
2232	EO946_RS14380	WP_003223580.1	NA	BSU_29030	NP_390781.1	ytcD	1	8
2233	EO946_RS14375	WP_003223582.1	NA	BSU_29020	NP_390780.1	gapB	1	2
2234	EO946_RS14370	WP_003223584.1	NA	BSU_29010	NP_390779.2	speD	1	1
2235	EO946_RS14365	WP_003223586.1	nrdR	BSU_29000	NP_390778.1	nrdR	1	1
2236	EO946_RS14360	WP_003223588.1	NA	BSU_28990	NP_390777.1	dnaB	1	1
2237	EO946_RS14355	WP_003223590.1	dnaI	BSU_28980	NP_390776.1	dnaI	1	1
2238	EO946_RS14350	WP_003223592.1	NA	BSU_28970	NP_390775.1	ytxB	1	2
2239	EO946_RS14345	WP_003223594.1	ytxC	BSU_28960	NP_390774.2	ytxC	1	1
2240	EO946_RS14340	WP_003223596.1	thrS	BSU_28950	NP_390773.1	thrS	1	2
2241	EO946_RS01025	WP_003223615.1	NA	BSU_01580	NP_388039.1	ybaR	1	2
2242	EO946_RS01035	WP_003223619.1	NA	BSU_01600	NP_388041.2	eesA	1	1
2243	EO946_RS01040	WP_003223622.1	NA	BSU_01610	NP_388042.2	feuC	1	11
2244	EO946_RS01045	WP_003223624.1	NA	BSU_01620	NP_388043.1	feuB	1	11
2245	EO946_RS01050	WP_003223626.1	NA	BSU_01630	NP_388044.1	feuA	1	5
2246	EO946_RS01060	WP_003223628.1	NA	BSU_01650	NP_388046.1	ybbC	1	1
2247	EO946_RS01065	WP_003223630.1	NA	BSU_01660	NP_388047.1	nagZ	1	1
2248	EO946_RS01075	WP_003223635.1	NA	BSU_01680	NP_388049.3	murP	1	5
2249	EO946_RS01080	WP_003223637.1	NA	BSU_01690	NP_388050.1	murR	1	2
2250	EO946_RS01085	WP_003223639.1	murQ	BSU_01700	NP_388051.1	murQ	1	1
2251	EO946_RS01090	WP_003223640.1	NA	BSU_01710	NP_388052.2	ybbJ	1	1
2252	EO946_RS01095	WP_003223642.1	NA	BSU_01720	NP_388053.2	ybbK	1	1
2253	EO946_RS01125	WP_003223646.1	sigW	BSU_01730	NP_388054.1	sigW	1	7
2254	EO946_RS01130	WP_003223647.1	rsiW	BSU_01740	NP_388055.1	rsiW	1	1
2255	EO946_RS01135	WP_003223651.1	NA	BSU_01750	NP_388056.2	cdaA	1	1
2256	EO946_RS01140	WP_003223653.1	NA	BSU_01760	NP_388057.2	cdaR	1	1
2257	EO946_RS01145	WP_003223656.1	NA	BSU_01770	NP_388058.1	glmM	1	2
2258	EO946_RS01155	WP_003223659.1	glmS	BSU_01780	NP_388059.1	glmS	1	1
2259	EO946_RS01160	WP_003223661.1	NA	BSU_01830	NP_388064.1	ndhF	1	1
2260	EO946_RS01175	WP_003223668.1	NA	BSU_01870	NP_388068.1	ybcH	1	1
2261	EO946_RS01180	WP_003223670.1	NA	BSU_01880	NP_388069.1	ybcI	1	1
2262	EO946_RS01190	WP_003223671.1	NA	BSU_01990	NP_388081.2	ybdG	1	1
2263	EO946_RS01195	WP_003223673.1	NA	BSU_02000	NP_388082.1	ybdJ	1	13
2264	EO946_RS01205	WP_003223677.1	NA	BSU_36160	NP_391497.1	ywqM	0	12
2265	EO946_RS01210	WP_003223678.1	thrC	BSU_32250	NP_391105.1	thrC	0	2
2266	EO946_RS01220	WP_003223682.1	NA	BSU_23730	NP_390254.2	yqjV	0	5
2268	EO946_RS01235	WP_003223689.1	NA	BSU_28280	NP_390706.1	leuA	0	1
2269	EO946_RS01240	WP_003223692.1	aepX	BSU_24120	NP_390292.1	mmgF	0	1
2272	EO946_RS01275	WP_003223707.1	NA	BSU_02019	YP_003097672.1	ybzI	1	1
2273	EO946_RS01280	WP_003223709.1	NA	BSU_02030	NP_388085.1	ybdM	1	3
2274	EO946_RS01285	WP_003223711.1	NA	BSU_02040	NP_388086.1	ybdN	1	1
2275	EO946_RS01290	WP_003223712.1	NA	BSU_02050	NP_388087.1	ybdO	1	1
2276	EO946_RS01295	WP_003223714.1	NA	BSU_02060	NP_388088.1	ybxG	1	16
2277	EO946_RS01300	WP_003223716.1	csgA	BSU_02070	NP_388089.1	csgA	1	1
2278	EO946_RS01305	WP_003223719.1	NA	BSU_02080	NP_388090.1	ybxH	1	1
2279	EO946_RS01310	WP_003223722.1	blaOXA	BSU_02090	NP_388091.1	ybxI	1	1
2280	EO946_RS01315	WP_003223725.1	NA	BSU_02100	NP_388092.1	cypC	1	1
2281	EO946_RS01320	WP_003223727.1	NA	BSU_02110	NP_388093.1	ybyB	1	1
2283	EO946_RS01330	WP_003223731.1	NA	BSU_02130	NP_388095.1	glpQA	1	3
2284	EO946_RS01335	WP_003223733.1	glpT	BSU_02140	NP_388096.1	glpT	1	4
2285	EO946_RS01345	WP_003223735.1	NA	BSU_02150	NP_388097.1	ybeF	1	1
2286	EO946_RS01350	WP_003223737.1	NA	BSU_02160	NP_388098.1	ybfA	1	1
2287	EO946_RS01355	WP_003223740.1	NA	BSU_02170	NP_388099.1	ybfB	1	3
2288	EO946_RS01360	WP_003223742.1	NA	BSU_02190	NP_388101.1	ybfF	0	2
2289	EO946_RS01365	WP_003223744.1	NA	BSU_02190	NP_388101.1	ybfF	1	1
2290	EO946_RS01370	WP_003223746.1	NA	BSU_02210	NP_388103.1	ybfH	1	5
2291	EO946_RS01375	WP_003223748.1	NA	BSU_02220	NP_388104.1	ybfI	1	3
2292	EO946_RS01385	WP_003223752.1	NA	BSU_02240	NP_388106.1	mpr	1	1
2293	EO946_RS01390	WP_003223754.1	NA	BSU_02250	NP_388107.1	ybfJ	1	1
2294	EO946_RS01395	WP_003223755.1	NA	BSU_02260	NP_388108.1	cesB	1	5
2295	EO946_RS01400	WP_003223757.1	pssA	BSU_02270	NP_388109.1	pssA	1	1
2296	EO946_RS01405	WP_003223759.1	NA	BSU_02280	NP_388110.1	ybfM	1	3
2297	EO946_RS01410	WP_003223762.1	NA	BSU_02290	NP_388111.1	psd	1	1
2298	EO946_RS01415	WP_003223765.1	NA	BSU_02300	NP_388112.1	ybfN	1	1
2299	EO946_RS01420	WP_003223766.1	NA	BSU_02310	NP_388113.1	ybfO	1	1
2300	EO946_RS01425	WP_003223769.1	NA	BSU_02330	NP_388115.1	ybfQ	1	1
2301	EO946_RS01430	WP_003223771.1	NA	BSU_02340	NP_388116.1	gltP	1	4
2302	EO946_RS01440	WP_003223778.1	nagB	BSU_02360	NP_388118.1	gamA	1	2
2303	EO946_RS01445	WP_003223779.1	NA	BSU_02370	NP_388119.1	gamR	1	7
2304	EO946_RS01450	WP_003223781.1	NA	BSU_02380	NP_388120.1	ybgB	1	1
2305	EO946_RS01465	WP_003223786.1	mmuP	BSU_02400	NP_388122.1	ybgF	1	16
2306	EO946_RS01470	WP_003223788.1	mmuM	BSU_02410	NP_388123.1	ybgG	1	2
2307	EO946_RS01480	WP_003223789.1	NA	BSU_02420	NP_388124.2	glnT	1	4
2308	EO946_RS01485	WP_003223791.1	NA	BSU_02430	NP_388125.1	glsA	1	2
2309	EO946_RS01495	WP_003223796.1	NA	BSU_02450	NP_388127.1	glnL	1	1
2310	EO946_RS01500	WP_003223799.1	kdgD	BSU_02460	NP_388128.2	kdgD	1	2
2311	EO946_RS01505	WP_003223801.1	NA	BSU_02470	NP_388129.1	gucD	1	10
2312	EO946_RS01510	WP_003223803.1	NA	BSU_02480	NP_388130.2	gudP	1	6
2313	EO946_RS01515	WP_003223806.1	gudD	BSU_02490	NP_388131.2	gudD	1	1
2314	EO946_RS01520	WP_003223808.1	NA	BSU_02500	NP_388132.2	garR	1	3
2315	EO946_RS01525	WP_003223810.1	garD	BSU_02510	NP_388133.2	garD	1	2
2316	EO946_RS01530	WP_003223811.1	NA	BSU_02520	NP_388134.1	ycbJ	1	1
2317	EO946_RS01545	WP_003223816.1	NA	BSU_02560	NP_388138.2	ycbM	1	12
2318	EO946_RS01550	WP_003223819.1	NA	BSU_02570	NP_388139.2	ycbN	1	31
2319	EO946_RS01560	WP_003223823.1	NA	BSU_02590	NP_388141.1	ycbP	1	2
2320	EO946_RS01570	WP_003223827.1	NA	BSU_02600	NP_388142.2	cwlJ	1	2
2321	EO946_RS01575	WP_003223829.1	NA	BSU_02610	NP_388143.2	ycbR	1	1
2322	EO946_RS01580	WP_003223830.1	NA	BSU_02619	YP_003097673.1	yczK	1	1
2323	EO946_RS01585	WP_003223832.1	NA	BSU_02620	NP_388144.2	phoD	1	1
2324	EO946_RS01590	WP_003223835.1	NA	BSU_02630	NP_388145.2	tatAD	1	2
2325	EO946_RS01595	WP_003223836.1	tatC	BSU_02640	NP_388146.2	tatCD	1	2
2326	EO946_RS01600	WP_003223838.1	pcp	BSU_02650	NP_388147.1	pcp	1	1
2327	EO946_RS01605	WP_003223839.1	NA	BSU_02660	NP_388148.2	ycbU	1	2
2328	EO946_RS01610	WP_003223841.1	lmr(B)	BSU_02670	NP_388149.1	lmrB	1	6
2329	EO946_RS01615	WP_003223844.1	NA	BSU_02680	NP_388150.1	lmrA	1	3
2330	EO946_RS01620	WP_003223846.1	NA	BSU_02700	NP_388152.1	estA	1	2
2331	EO946_RS01625	WP_003223848.1	NA	BSU_02710	NP_388153.1	yczC	1	3
2332	EO946_RS01630	WP_003223850.1	NA	BSU_02720	NP_388154.1	yccF	1	1
2333	EO946_RS01645	WP_003223856.1	NA	BSU_02770	NP_388159.1	yccK	1	8
2334	EO946_RS01650	WP_003223858.1	NA	BSU_02780	NP_388160.1	ycdA	1	1
2335	EO946_RS01660	WP_003223860.1	NA	BSU_02790	NP_388161.1	ycdB	1	2
2336	EO946_RS11605	WP_003223875.1	NA	BSU_23080	NP_390189.1	aroC	1	1
2337	EO946_RS11610	WP_003223877.1	NA	BSU_23090	NP_390190.2	rsiX	1	1
2338	EO946_RS11615	WP_003223881.1	sigX	BSU_23100	NP_390191.2	sigX	1	6
2339	EO946_RS11620	WP_003223883.1	resE	BSU_23110	NP_390192.1	resE	1	5
2340	EO946_RS11625	WP_003223886.1	resD	BSU_23120	NP_390193.2	resD	1	17
2341	EO946_RS11630	WP_003223889.1	resC	BSU_23130	NP_390194.2	resC	1	1
2342	EO946_RS11635	WP_003223890.1	resB	BSU_23140	NP_390195.1	resB	1	1
2343	EO946_RS11640	WP_003223892.1	resA	BSU_23150	NP_390196.2	resA	1	3
2344	EO946_RS11645	WP_003223894.1	rluB	BSU_23160	NP_390197.2	rluB	1	2
2345	EO946_RS11650	WP_003223896.1	spmB	BSU_23170	NP_390198.2	spmB	1	1
2346	EO946_RS11655	WP_003223898.1	spmA	BSU_23180	NP_390199.1	spmA	1	1
2347	EO946_RS11660	WP_003223900.1	NA	BSU_23190	NP_390200.1	dacB	1	3
2348	EO946_RS11665	WP_003223903.1	NA	BSU_23200	NP_390201.1	ypuI	1	1
2349	EO946_RS11670	WP_003223904.1	scpB	BSU_23210	NP_390202.1	spcB	1	1
2350	EO946_RS11680	WP_003223908.1	NA	BSU_23230	NP_390204.1	ypuF	1	1
2351	EO946_RS11685	WP_003223910.1	ribT	BSU_23240	NP_390205.1	ypzK	1	1
2352	EO946_RS11690	WP_003223915.1	ribH	BSU_23250	NP_390206.1	ribH	1	1
2353	EO946_RS11695	WP_003223917.1	NA	BSU_23260	NP_390207.1	ribBA	1	1
2354	EO946_RS11700	WP_003223919.1	ribE	BSU_23270	NP_390208.1	ribE	1	1
2355	EO946_RS11705	WP_003223921.1	ribD	BSU_23280	NP_390209.1	ribD	1	1
2356	EO946_RS11710	WP_003223922.1	NA	BSU_23300	NP_390211.1	ypuD	1	1
2357	EO946_RS11715	WP_003223924.1	lepB	BSU_23310	NP_390212.1	sipS	1	4
2358	EO946_RS11725	WP_003223929.1	NA	BSU_23328	YP_003097757.1	ypzJ	1	1
2359	EO946_RS11735	WP_003223931.1	NA	BSU_23360	NP_390217.1	ppiB	1	1
2360	EO946_RS11745	WP_003223933.1	NA	BSU_23370	NP_390218.1	ypuA	1	1
2361	EO946_RS11750	WP_003223935.1	lysA	BSU_23380	NP_390219.1	lysA	1	1
2362	EO946_RS11755	WP_003223937.1	NA	BSU_23390	NP_390220.2	spoVAF	1	6
2363	EO946_RS11760	WP_003223939.1	NA	BSU_23401	YP_003097758.1	spoVAEA	1	1
2364	EO946_RS11765	WP_003223941.1	spoVAE	BSU_23402	YP_003097759.1	spoVAEB	1	2
2365	EO946_RS11770	WP_003223944.1	spoVAD	BSU_23410	NP_390222.1	spoVAD	1	1
2366	EO946_RS11775	WP_003223947.1	spoVAC	BSU_23420	NP_390223.1	spoVAC	1	2
2367	EO946_RS11780	WP_003223948.1	NA	BSU_23430	NP_390224.1	spoVAB	1	1
2368	EO946_RS11785	WP_003223950.1	NA	BSU_23440	NP_390225.2	spoVAA	1	1
2369	EO946_RS11790	WP_003223952.1	sigF	BSU_23450	NP_390226.1	sigF	1	6
2370	EO946_RS11795	WP_003223955.1	spoIIAB	BSU_23460	NP_390227.1	spoIIAB	1	2
2371	EO946_RS11800	WP_003223957.1	spoIIAA	BSU_23470	NP_390228.1	spoIIAA	1	2
2372	EO946_RS11805	WP_003223959.1	NA	BSU_23480	NP_390229.1	dacF	1	2
2373	EO946_RS11810	WP_003223963.1	NA	BSU_23490	NP_390230.1	pupG	1	1
2374	EO946_RS11815	WP_003223966.1	deoB	BSU_23500	NP_390231.2	deoB	1	1
2375	EO946_RS11820	WP_003223968.1	xerD	BSU_23510	NP_390232.2	ripX	1	3
2376	EO946_RS11825	WP_003223970.1	NA	BSU_23519	YP_003097760.1	yqzK	1	1
2377	EO946_RS11830	WP_003223972.1	NA	BSU_23520	NP_390233.2	fur	1	3
2378	EO946_RS11835	WP_003223975.1	spoIIM	BSU_23530	NP_390234.1	spoIIM	1	1
2379	EO946_RS11840	WP_003223977.1	NA	BSU_23540	NP_390235.1	yqkK	1	1
2380	EO946_RS11845	WP_003223979.1	NA	BSU_23550	NP_390236.1	mleA	1	3
2381	EO946_RS11850	WP_003223980.1	nhaC	BSU_23560	NP_390237.1	mleN	1	2
2382	EO946_RS11855	WP_003223981.1	aspA	BSU_23570	NP_390238.2	ansB	1	2
2383	EO946_RS11860	WP_003223983.1	ansA	BSU_23580	NP_390239.1	ansA	1	2
